"component_1","component_2","subject_id"
0.109791756019722,0.134177210335225,"T012977"
0.0719598738099518,-0.0482444006141147,"T012983"
0.0875351849284019,-0.0119225032307133,"T013431"
0.0337861706833416,0.0495567828521658,"T013828"
0.0939302409892408,-0.0168362417766484,"T013832"
0.0856720145930188,-0.0282517133024202,"T014197"
0.0726376134019439,-0.0137280750390231,"T014575"
0.0218460690933055,-0.023826422034506,"T014800"
0.0812892117534472,0.0418186712533234,"T014801"
0.0696200383415719,-0.031538117067618,"T014806"
0.0648869771752337,-0.0245904817536643,"T014827"
0.0769271083552319,-0.0402849349029903,"T016234"
0.0797630535342322,-0.01383983917717,"T016548"
0.0642337565431055,-0.0632381904669809,"T016811"
0.0921601206605963,-0.040806382015716,"T016812"
0.0996432040891414,-0.0667217485734262,"T016834"
0.0930537170409836,-0.0539893836613486,"T017394"
0.089783933270729,-0.0539446555486265,"T017419"
0.0639326429088589,-0.0773321406659913,"T018343"
0.0500781642368491,-0.0667456358440709,"T019021"
0.0955970662309794,-0.0303952305405906,"T019031"
0.0748279593161414,-0.0621865637003751,"T019850"
0.0584195077643788,-0.0237385338640332,"T019852"
0.0760754133822303,-0.0164961063745588,"T019853"
0.0470656015357424,-0.0225202886915152,"T020231"
0.0438227913510221,-0.0447188402465944,"T021076"
0.0385393360637799,-0.0309356229700857,"T021613"
0.0475120995221454,-0.0609873603656154,"T022883"
0.0684805251689807,-0.0256569973904822,"T023390"
0.0632698274398738,-0.0624315250011895,"T023909"
0.072233508567361,-0.0426187469934759,"T024121"
0.0568111634058158,-0.0617104569058201,"T025415"
0.0821434606436957,-0.0796908516949178,"T026211"
0.0665043796282939,0.0133757463460006,"T028029"
0.0413534155337361,-0.0288227920645658,"T028183"
0.0834025581537837,-0.0437276226714794,"T029687"
0.082805656499408,-0.0324462203248422,"T029922"
